id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
914;Barrio 31;Barrio 31: vivienda containera, agrupada;Finalizada;Vivienda;Ministerio de desarrollo humano y hábitat;El edificio cuenta con un mix de unidades de dos, tres y cuatro dormitorios además de ocho locales y un comedor en pb, lo que representa un total de ochenta unidades funcionales. la pb está provista de un de tanques de bombeo por cada núcleo que llevan el agua a los tanques de reserva en cada uno de los núcleos. las plantas tipo tienen unidades de dos y tres dormitorios. a la planta baja se agregan unidades de cuatro dormitorios, ocho locales y un comedor. las tiras están distribuidas en cuatro niveles. se accede a ellas a través de un total de diez núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. se dejara un hueco reglamentario para la posible futura instalación de un ascensor a1. la superficie cubierta es de 6283 m2. la superficie semicubierta es de 853m2 (50 %).;137700729.0;1;Retiro;Gendarmeria nacional av. 679;-34,579909;-58,389536;2017-05-18;2018-09-14;16;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_edificioagrupada_imagen1.png;N/A;N/A;N/A;Cunumi s.a;2016;Licitación pública;48-sigaf/17;30615748036;43190;30;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20170123.pdf;88.421-mgeya-dgoi/2017;N/A;N/A
915;Barrio 31;Barrio 31: viviendas ypf, etapa i;Finalizada;Vivienda;Ministerio de desarrollo humano y hábitat;Los edificios cuentan con un mix de unidades de dos y tres dormitorios además de locales comerciales en planta baja, lo que representa un total de ochocientas dos unidades funcionales. la planta baja está provista de un de tanques de bombeo por cada núcleo que llevan el agua a los tanques de reserva en cada uno de los núcleos. las plantas tipo tienen unidades de dos y tres dormitorios. a la planta baja se agregan unidades de los locales comerciales. las tiras están distribuidas en cuatro niveles. se accede a ellas a través de núcleos verticales con escaleras que funcionan como espinas dorsales y dan lugar a la entrada de una vivienda de cada lado. se deja un hueco reglamentario para la posible futura instalación de un ascensor a1. la obra a realizar comprende la construcción de viviendas en suelo urbanizado con los servicios básicos. las conexiones domiciliarias se deberán considerar dentro de la oferta. la superficie total cubierta es de 70464 m2.;1177433295.0;1;Retiro;Gendarmeria nacional av. 679;-34,580349;-58,38266;2018-01-04;2019-07-30;18;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25215.jpg;N/A;N/A;N/A;Constructora sudamericana sa;2017;Licitación pública;1483-secisyu-2017;30610895456;43190;30;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://boletinoficial.buenosaires.gob.ar/normativaba/norma/388684;25223293-mgeya-dgopdu/17;N/A;Préstamo birf 8706-ar
916;Barrio 31;Barrio 31: abordaje exterior fachadas feria.;Finalizada;Vivienda;Ministerio de desarrollo humano y hábitat;Se está trabajando en la puesta en valor de las fachadas de las manzanas 1,2,3,4,5 del sector de la feria comercial. la empresa contratista tiene por función recuperar 11.000m2 de fachadas, adecuando alumbrado, cañerias, realizando revoque fino y grueso a las superficies.;110068974.0;1;Retiro;Walsh, rodolfo 75;-34,58485;-58,376563;2018-01-08;2019-12-30;5;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_mvexterioresferia_imagen1.jpg;N/A;N/A;N/A;Bosquimano s.a;2017;Licitación pública;1332/sigaf/17;30711470022;43190;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20171218.pdf;Ex-2017- 18927447- mgeya-dgmv;N/A;N/A
917;Barrio 31;Barrio 31: torres y los lápices;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;"Como primera medida se proyectó este espacio de 1410m2 en conjunto con la plaza ledesma, de manera que se complementen los usos. extendiendo el solado de lí­neas curvas que ayudan a dilatar el estrecho espacio para romper con la perspectiva lineal del terreno. la idea es usar unos juegos que generen el concepto de í¢âânidoí¢ââ donde los chicos puedan quedarse y jugar en lo alto sin que los molesten. los juegos propuestos son como rejas para unir a los niños y no para alejar a los niños. la simplicidad del objeto invita a correr, trepar y deslizarse. dependiendo de las habilidades motoras y de edad, los niños usan la guirnalda de diversas maneras. debajo de uno de sus arcos, se colocan hamacas. el movimiento serpenteante crea una perspectiva en constante cambio, que estimula la interacción entre arriba y abajo, y entre el interior y el exterior. los espacios de juegos quedan contenidos por la propia morfologí­a del juego y el mobiliario urbano. el objetivo es generar un sistema de paseos donde las mismas plantas rastreras van a ir borrando los bordes definidos; queremos que la vegetación varí­e en las distintas estaciones, aportándole color al paisaje. además, generamos un espacio flexible de uso deportivo y cí­vico para eventos vecinales.";14588030.0;1;Retiro;Gendarmeria nacional av. 679;-34,585506;-58,378541;2017-06-05;2018-07-20;13;100.0;Https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_plazatorresylapices_imagen1.jpg;N/A;N/A;N/A;Cooperativa;2017;N/A;N/A;30711451931;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
918;Barrio 31;Barrio 31: comunicaciones;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Con la lógica de regenerar un espacio público de 1095m2, se propone un reordenamiento del mismo con la intención de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. el uso del intertrabado en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es más práctico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y cámaras. el espacio de cancha se mantiene como deportivo, de césped sintético, la cancha mantiene su jerarquí­a dentro del sistema de espacios deportivos existentes. el desnivel entre la vereda y el paredón de la autopista se salva con un recorrido de rampas acompañado por terrazas escalonadas de verde que proporcionan una oportunidad óptima para el aporte ambiental y además sirven de uso público para el aporte de juegos de niños, mesas y espacios de ocio y esparcimiento. atendiendo a todas las normativas existentes de seguridad y con la idea de generar un paisaje apropiado a los niños para su mayor disfrute. el terraplen en el sentido largo sirve para sumar verde en terrazas y redefinir las gradas, ganando en uso y ampliando el aire entre el alambrado y el paredón. asimimo la iluminación general del espacio se realiza enteramente en led con posibilidad de telegestión a fin de integrarse a la red de alumbrado de caba con la mayor tecnologí­a disponible al momento. por último se suman a las especies arboreas ya existentes, diversos tipos de vegetación de tipo trepadoras a fin de incrementar la huella verde dentro del espacio público utilizando como soporte el paredón de lí­mite contra la au. como aporte a la aislación y par reducir el impacto de esa infraestructura en el ambiente.;11519765.0;1;Retiro;Gendarmeria nacional av. 679;-34,580688;-58,384679;2017-11-20;2018-09-27;10;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25218.jpg;N/A;N/A;N/A;Cooperativa;2017;N/A;N/A;30715359177;43190;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
919;Barrio 31;Barrio 31: cancha 5;Finalizada;Espacio público;Ministerio de desarrollo humano y hábitat;Con la lógica de regenerar un espacio público de 4200m2 se propuso un reordenamiento del mismo con la intención de sumar espacio verde, terreno absorvente, y demarcar de manera clara los espacios de uso exclusivo deportivo y de esparcimiento, jerarquizando las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. el uso del intertrabado igualando todos los niveles, sin ningún tipo de cordón o escalonamiento, en las veredas favorece la accesibilidad para personas con movilidad reducida y asimismo es más práctico a la hora de acceder a las conexiones domiciliarias de infraestructura, accesos y cámaras. toda la superficie de cancha de fútbol se realiza de césped sintético especialmente preparado para alta competición y se delimita con un alambrado olí­mpico. se propone desmontar las tribunas en las cabeceras y reemplazarlas por una sola tribuna general que por debajo alberga un modulo de baños para el uso del espacio deportivo. se propone sumar equipamiento de postas deportivas a fin de jerarquizar el carácter deportivo y de esparcimiento del espacio. asimimo la iluminación general del espacio se realiza enteramente en led con posibilidad de telegestión a fin de integrarse a la red de alumbrado de caba con la mayor tecnologí­a disponible al momento. por último se suman diversos tipos de vegetación a fin de incrementar la huella verde dentro del espacio público.;10921249.0;1;Retiro;Gendarmeria nacional av. 679;-34,580688;-58,384679;2017-11-11;2019-01-15;14;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25219.jpg;N/A;N/A;N/A;Cooperativa;2017;N/A;N/A;30711317720;43190;8;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;N/A;N/A;N/A;N/A
920;Barrio 31;Barrio 31: completamiento de la infraestructura existente;Finalizada;Hidráulica e infraestructura;Ministerio de desarrollo humano y hábitat;Si bien hay varios sectores del barrio que cuenta con algunos servicios, siempre de manera informal y sin cumplir de las normas vigentes, otras zonas no cuentan con ellos. la infraestructura existente está desarrollada en forma fragmentaria, es decir que se encuentran intercaladas las áreas que cuentan con algunos servicios y las que no, sin ningún criterio técnico o geográfico. esta discontinuidad plantea un desafí­o para el proyecto ya que la urgencia de dotar con servicios a los sectores que no cuentan con ellos, plantea una exigencia adicional al desarrollo del proyecto y las etapas de obra. para poder responder a todas estas exigencias se han desarrollado cada componente de la infraestructura en distintos planes maestros, los que enmarcan los proyectos de cada una de las diferentes etapas. asimismo se han adoptado criterios generales para el barrio sobre el diseño de pavimentos, canteros, mobiliario urbano y alumbrado público. estos planes maestros han sido consensuados con las empresas prestadoras de servicios aysa, edenor y edesur, cada una en el área que le corresponde. dentro del plan de obras del gcba, la etapa que corresponde al alcance de la obra es la del completamiento de la infraestructura en las calles de los sectores que hoy carecen de ella, por medio de obras de: pavimentos, desagí¼es cloacales, desagí¼es pluviales, provisión de agua potable, alumbrado público y construcción de canteros y mobiliario urbano. esta etapa se complementa con las obras de renovación de la red de provisión de energí­a eléctrica y otra serie de obras que permiten dotar a la totalidad del barrio de la infraestructura necesaria de acuerdo a los estándares de la ciudad de buenos aires y de la conexión de la red de infraestructura con las del resto de la ciudad.;401293888.0;1;Retiro;Gendarmeria nacional av. 679;-34,583352;-58,382286;2017-11-06;2020-04-30;13;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25220.jpg;N/A;N/A;N/A;C&e construcciones s.a. - pose s.a. - construcciones infraestructura y servicios s.a. - ut - redes villa 31;2017;Licitación pública;796-sigaf-secisyu-2017;30715792148;43190;20;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20170605.pdf;8215910-secisyu-2017;N/A;Préstamo birf 8706-ar
921;Barrio 31;Barrio 31: renovación de la infraestructura existente;Finalizada;Hidráulica e infraestructura;Ministerio de desarrollo humano y hábitat;"La obra comprende la construcción de la infraestructura (redes colectoras de cloaca, redes distribuidoras de agua, redes y sumideros pluviales y fosa para futura instalación de conductores eléctricos donde corresponda) de los frentistas; obras a nivel de superficie (pavimentos de hormigón, veredas de pavimento intertrabado, canteros para parquización) y alumbrado público.";241995686.0;1;Retiro;Gendarmeria nacional av. 679;-34,585131;-58,380284;2018-01-18;2020-04-30;11;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25221.jpg;N/A;N/A;N/A;C&e construcciones sa- pose sa- ut- infraestructura barrio 31;2017;Licitación pública;1414-sigaf-secisyu-2017;33715893229;43190;20;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20171010.pdf;20927477-mgeya-dgopdu/17;N/A;N/A
922;Anillo digital;Anillo digital - centro de monitoreo sur;Finalizada;Arquitectura;Ministerio de justicia y seguridad;"Construcción de centro de monitoreo en modalidad ""steel frame"" con superficies vidriadas y marquesina con identificación institucional. instalaciones de centro de monitoreo con videowall y pcs, oficina administrativa y servicios necesarios para el apoyo al anillo digital de seguridad.";15332570.0;8;Villa riachuelo;Paz, gral. av. y 27 de febrero av.;-34,703736;-58,461222;2016-09-01;2016-12-21;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen3.jpg;N/A;Bosquimano s.a;2016;N/A;N/A;30711470022;13995;20;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/anillo-digital-0;N/A;N/A;N/A;N/A
923;Anillo digital;Anillo digital - centro de monitoreo norte;Finalizada;Arquitectura;Ministerio de justicia y seguridad;"Construcción de centro de monitoreo en modalidad ""steel frame"" con superficies vidriadas y marquesina con identificación institucional. instalaciones de centro de monitoreo con videowall y pcs, oficina administrativa y servicios necesarios para el apoyo al anillo digital de seguridad.";15897150.0;12;Saavedra;Paz, gral. av. y acceso norte - panamericana;-34,549165;-58,497112;2016-09-01;2016-12-21;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen3.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen4.jpg;Bosquimano s.a;2016;N/A;N/A;30711470022;48956;20;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/anillo-digital-0;N/A;N/A;N/A;N/A
924;Comisarí­as;Comisarí­a vecinal 8-b;Finalizada;Arquitectura;Ministerio de justicia y seguridad;Construccion del nuevo edificio sede de la comisaria 8-b;0.0;8;Villa lugano;Av. escalada 4347;-34,675664;-58,455909;2017-10-01;2018-03-01;5;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mjysc361.jpeg;Https://cdn2.buenosaires.gob.ar/baobras/mjysc362.jpg;Https://cdn2.buenosaires.gob.ar/baobras/mjysc363.jpeg;Https://cdn2.buenosaires.gob.ar/baobras/mjysc364.jpeg;Ecosan s.a;0;N/A;N/A;30707696849;114000;35;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/comisarias;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20180618.pdf;N/A;N/A;N/A
930;Barrio 31;Barrio 31: infraestructura y espacio público viviendas containera;Finalizada;Hidráulica e infraestructura;Ministerio de desarrollo humano y hábitat;La obra comprende trabajos de mejoramiento urbano: pavimentos, veredas, parquización, mobiliario urbano, alumbrado público y el tendido de redes de infraestructura eléctrica y sanitaria. incluye también un área de espacio público con zonas verdes, juegos para niños y una cancha deportiva y una calle para circulación vehicular de convivencia con pavimento de caracterí­sticas similares a las del resto del predio.;77776964.0;1;Retiro;Gendarmeria nacional av. 679;-34,579746;-58,389545;2017-10-24;2018-08-31;10;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25222.jpg;N/A;N/A;N/A;Bricons s.a.i.c.f.i.;2017;Licitación pública;1232-sigaf/17;30541068151;43190;25;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20171026.pdf;16619272/mgeya-dgopdu/17;N/A;N/A
931;Barrio 31;Barrio 31: perette troncales;Finalizada;Hidráulica e infraestructura;Ministerio de desarrollo humano y hábitat;En la calle carlos h. perette, la obra se dividió en dos sectores: 1) la construcción de la calzada y la infraestructura (desagí¼es pluviales, cloacales, de agua potable y cruces de calles para energí­a eléctrica) en calle carlos perette entre las calles 4 y 10. en esta parte no se incluyen las obras de construcción de aceras y conexiones domiciliarias ya que han sido objeto de una contratación, fuera del alcance de este pliego. sí­ deben conectarse estas instalaciones existentes a las de la presente licitación. con el mismo alcance que estas obras se realizan las calzadas y la infraestructura de prefectura naval argentina y calle 4, ambas entre calle perette y gendarmerí­a nacional. 2) la conexión a punto de vuelco cloacal desde la intersección entre la calle perette y de la feria.;178285805.0;1;Retiro;Gendarmeria nacional av. 679;-34,585118;-58,376169;2017-11-30;2019-11-30;13;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25223.jpg;N/A;N/A;N/A;Tecma s.a.;2017;Licitación pública;1336-sigaf/17;30623866528;43190;20;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://boletinoficial.buenosaires.gob.ar/normativaba/norma/390324;19.247.530/mgeya-dgopdu/2017;N/A;N/A
932;Barrio 31;Barrio 31: centro barrial - hogar de cristo;Finalizada;Arquitectura;Ministerio de desarrollo humano y hábitat;La obra se plantea dentro de un terreno existente, al servicio de la fundación hogar de cristo que requiere la ampliación de su actual centro de dí­a ubicado en el predio de la iglesia del padre múgica al otro lado de la lí­nea del ffcc del puerto. la casa de dí­a cumple la función de contener y albergar durante el dí­a a personas con problemas de adicciones, en situación de calle o de vulnerabilidad. el terreno consta con un perí­metro existente bien demarcado y la propuesta busca mantenerlo como cerramiento de planta baja. ese perí­metro consiste en una estructura de columnas de hormigón visto y paramentos de ladrillo común visto. el programa se desdobla en un sector comunitario de uso grupal en planta baja, acompañado de servicios de cocina, y sanitarios correspondientes para albergar a 60 personas. también cuenta con un sector de administración y una habitación. en la planta alta el edificio cuenta con el sector de aulas talleres, consultorios terapéuticos y vestuarios. el edificio cuenta con ascensor hidráulico y cumple con todas las normas de accesibilidad acorde a su uso. el edificio incorpora buenas prácticas ambientales bajo normas básicas de sustentabilidad. para esto se tendrá en cuenta: la eficacia de los materiales de construcción en cuanto a su capacidad de aislación térmica, fomentando la reducción del consumo de energí­a para calefacción y refrigeración, se diseñaron los espacios en torno a dos patios que cumplen una función de expansión de los usos pero que a su vez garantizan la completa ventilación de todos los locales a fin de garantizar y favorecer corrientes cruzadas de aire y mayor iluminación natural. su construcción es tradicional racionalizada, con estructura de hormigón armado y losetas pretensadas de hormigón. tabiquerí­a de ladrillo hueco debido al posible vandalismo de las mismas. en total se habilitan aproximadamente 800míâ².;18263197.0;1;Retiro;Gendarmeria nacional av. 679;-34,578096;-58,388977;2017-12-04;2018-11-02;11;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25224.jpeg;N/A;N/A;N/A;Merlino;2017;Licitación pública;1405-sigaf/17;20103652775;43190;10;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-31;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20171109.pdf;9.843.145-mgeya-dgopdu/2017;N/A;N/A
